[ 0.36  ], [ 0.751300238632483],[    2.26087525716057],[    1.45609343956173],
[ 0.37  ], [ 0.773982438590741],[    2.27564494443645],[    1.49666476391198],
[ 0.38  ], [ 0.79681445204603],[    2.29081551255817],[    1.53863926625801],
[ 0.39  ], [ 0.819800229455555],[    2.30640753689527],[    1.57993745558144],
[ 0.4  ], [ 0.842943978224578],[    2.32241540372935],[    1.62122968871235],
[ 0.41  ], [ 0.866249908370715],[    2.3388340052412],[    1.66313944915315],
[ 0.42  ], [ 0.88972209004639],[    2.35567392297273],[    1.70463041041741],
[ 0.43  ], [ 0.913364741083361],[    2.37293089962557],[    1.7462420967847],
[ 0.44  ], [ 0.937182073771166],[    2.39060209652876],[    1.78836961994339],
[ 0.45  ], [ 0.961178223632364],[    2.4086938779224],[    1.83042286942812],
[ 0.46  ], [ 0.985357321723899],[    2.42721415136201],[    1.87163594803379],
[ 0.47  ], [ 1.0097236969009],[    2.44615015145517],[    1.91349378522647],
[ 0.48  ], [ 1.03428161554751],[    2.46549688386313],[    1.95664255492418],
[ 0.49  ], [ 1.05903520776864],[    2.48526531236261],[    1.99998841178006],
[ 0.5  ], [ 1.08398853389707],[    2.50547511178865],[    2.04148337772563],
[ 0.51  ], [ 1.10914604013499],[    2.52610468615889],[    2.0835947406998],
[ 0.52  ], [ 1.13451203243477],[    2.54714881963055],[    2.12701001931177],
[ 0.53  ], [ 1.16009055717285],[    2.56863210038536],[    2.16912254207309],
[ 0.54  ], [ 1.18588604367974],[    2.59053783525012],[    2.21189529946862],
[ 0.55  ], [ 1.21190275595384],[    2.61286881034757],[    2.25513529667279],
[ 0.56  ], [ 1.23814488718647],[    2.63563697480806],[    2.29761928184026],
[ 0.57  ], [ 1.26461684647502],[    2.65883113166557],[    2.34072974428005],
[ 0.58  ], [ 1.29132294950256],[    2.6824518302916],[    2.38452990512777],
[ 0.59  ], [ 1.31826737537057],[    2.70651652950459],[    2.42715174875729],
[ 0.6  ], [ 1.34545447609335],[    2.73102426002505],[    2.46882210427838],
[ 0.61  ], [ 1.37288888174592],[    2.75594300908287],[    2.5133776049039],
[ 0.62  ], [ 1.4005748867396],[    2.7812809762072],[    2.56000514414967],
[ 0.63  ], [ 1.42851644655366],[    2.80708702481944],[    2.60318026985844],
[ 0.64  ], [ 1.45671815151995],[    2.83333778006509],[    2.64574151610754],
[ 0.65  ], [ 1.48518460873558],[    2.86000913331596],[    2.69064589347809],
[ 0.66  ], [ 1.51391994054612],[    2.88713506778695],[    2.73405294740866],
[ 0.67  ], [ 1.542928743288],[    2.91469536797226],[    2.77848904957338],
[ 0.68  ], [ 1.57221535758314],[    2.94270146733477],[    2.82274841643811],
[ 0.69  ], [ 1.60178424216708],[    2.9711522616683],[    2.86711314481766],
[ 0.7  ], [ 1.63163987348619],[    3.0000460021705],[    2.91194834581647],
[ 0.71  ], [ 1.66178669966072],[    3.02938588894088],[    2.95703298006903],
[ 0.72  ], [ 1.69222931844557],[    3.05915835396052],[    3.00420943166174],
[ 0.73  ], [ 1.722971973151],[    3.08939527524975],[    3.0496835388203],
[ 0.74  ], [ 1.75401906337396],[    3.12011079542436],[    3.09186709656463],
[ 0.75  ], [ 1.78537528885011],[    3.1512835704441],[    3.13357410245422],
[ 0.76  ], [ 1.81704557495751],[    3.18286597369864],[    3.18088489441683],
[ 0.77  ], [ 1.84903406280696],[    3.21490942258718],[    3.22759843687265],
[ 0.78  ], [ 1.88134529511019],[    3.24741714965233],[    3.27348133303198],
[ 0.79  ], [ 1.91398390717577],[    3.28038262227748],[    3.31951947450263],
[ 0.8  ], [ 1.94695449671276],[    3.31380565487836],[    3.36592573630278],
[ 0.81  ], [ 1.9802616550185],[    3.34768882277843],[    3.41254867770053],
[ 0.82  ], [ 2.0139098758187],[    3.38204908583351],[    3.45738689722177],
[ 0.83  ], [ 2.04790404920862],[    3.41685409605809],[    3.50481390997841],
[ 0.84  ], [ 2.08224862833975],[    3.45213004263382],[    3.55162296195567],
[ 0.85  ], [ 2.11694821208941],[    3.48788615055923],[    3.59679753992702],
[ 0.86  ], [ 2.15200779880758],[    3.52408108665118],[    3.64597800541857],
[ 0.87  ], [ 2.18743161754185],[    3.56077715381213],[    3.69111673064803],
[ 0.88  ], [ 2.22322475667824],[    3.59792450439742],[    3.73905540559377],
[ 0.89  ], [ 2.25939181524391],[    3.63554071516779],[    3.78765121668478],
[ 0.9  ], [ 2.29593724138321],[    3.67366589919185],[    3.83169613143668],
[ 0.91  ], [ 2.33286642244928],[    3.71221503329979],[    3.88293251273892],
[ 0.92  ], [ 2.37018342066524],[    3.75128563744869],[    3.92828362398954],
[ 0.93  ], [ 2.40789351609874],[    3.79081069434344],[    3.97715702737625],
[ 0.94  ], [ 2.44600129927755],[    3.83082035815801],[    4.02561357076641],
[ 0.95  ], [ 2.48451153741222],[    3.87132248058016],[    4.0727931148313],
[ 0.96  ], [ 2.52342927542645],[    3.91228855350077],[    4.12289968609256],
[ 0.97  ], [ 2.56275902750617],[    3.95376674316937],[    4.169394838848],
[ 0.98  ], [ 2.60250607945366],[    3.99569859678151],[    4.22078768536567],
[ 0.99  ], [ 2.64267482541724],[    4.03815481370113],[    4.26723657860067],
[ 1  ], [ 2.68327063914918],[    4.08106819389285],[    4.31862969050964],
[ 1.01  ], [ 2.72429805074186],[    4.12449565511097],[    4.36698133252301],
[ 1.02  ], [ 2.76576213774516],[    4.16841706035085],[    4.41546763722628],
[ 1.03  ], [ 2.80766800244668],[    4.21281117680359],[    4.46744504881932],
[ 1.04  ], [ 2.85002017131143],[    4.2577439203333],[    4.51345826235973],
[ 1.05  ], [ 2.89282424334667],[    4.3031251245212],[    4.56711673749116],
[ 1.06  ], [ 2.93608455775036],[    4.34905458952659],[    4.61381423871365],
[ 1.07  ], [ 2.97980673636937],[    4.39544276176771],[    4.66723852317802],
[ 1.08  ], [ 3.02399527197988],[    4.44237279910864],[    4.71510540696509],
[ 1.09  ], [ 3.06865569159007],[    4.48977366042549],[    4.76848455266661],
[ 1.1  ], [ 3.11379261708468],[    4.53771533437179],[    4.81692593564474],
[ 1.11  ], [ 3.15941155178046],[    4.58613480803492],[    4.87043249621476],
[ 1.12  ], [ 3.20551721657065],[    4.63509329238224],[    4.91976053099763],
[ 1.13  ], [ 3.25211502870002],[    4.68454587850068],[    4.97223012831146],
[ 1.14  ], [ 3.29920995861974],[    4.73452100236622],[    5.02363057247853],
[ 1.15  ], [ 3.34680717765477],[    4.78501786351779],[    5.07439425105793],
[ 1.16  ], [ 3.39491198028141],[    4.83601930432054],[    5.12752699132198],
[ 1.17  ], [ 3.44352937488114],[    4.88755652743895],[    5.17834303264688],
[ 1.18  ], [ 3.49266475742056],[    4.93960164986363],[    5.23161385929182],
[ 1.19  ], [ 3.54232321461596],[    4.99217947825513],[    5.28364201057128],
[ 1.2  ], [ 3.59251007787405],[    5.04527839792697],[    5.33659877474507],
[ 1.21  ], [ 3.64323057598493],[    5.09890621029344],[    5.38954051307643],
[ 1.22  ], [ 3.69449000250567],[    5.15306362100643],[    5.44262597625828],
[ 1.23  ], [ 3.74629365333628],[    5.20775354597451],[    5.49571466768028],
[ 1.24  ], [ 3.79864687774407],[    5.26297363820703],[    5.54948493989854],
[ 1.25  ], [ 3.85155496171505],[    5.31873490623818],[    5.60242335145901],
[ 1.26  ], [ 3.90502333359395],[    5.37502791491342],[    5.65642655341374],
[ 1.27  ], [ 3.95905733967005],[    5.43185990798914],[    5.71062025893559],
[ 1.28  ], [ 4.01366233335657],[    5.4892408874903],[    5.7635583249783],
[ 1.29  ], [ 4.06884388586866],[    5.54714560583785],[    5.8200186986076],
[ 1.3  ], [ 4.12460716872217],[    5.60562277451295],[    5.8717577743472],
[ 1.31  ], [ 4.18095799723057],[    5.66461052118077],[    5.9300729914838],
[ 1.32  ], [ 4.23790140452505],[    5.72418960983134],[    5.98092251743323],
[ 1.33  ], [ 4.29544339591329],[    5.78427023277415],[    6.04075378021035],
[ 1.34  ], [ 4.35358891590537],[    5.84495720670807],[    6.0910012253385],
[ 1.35  ], [ 4.41234409158416],[    5.9061444528188],[    6.15128178903296],
[ 1.36  ], [ 4.47171392860108],[    5.96793397724655],[    6.20332186438211],
[ 1.37  ], [ 4.53170441123112],[    6.030251976651],[    6.26102394412568],
[ 1.38  ], [ 4.59232092800793],[    6.093137751934],[    6.31753099085027],
[ 1.39  ], [ 4.65356905528655],[    6.15660017768861],[    6.37148429868627],
[ 1.4  ], [ 4.71545466602328],[    6.22059534045377],[    6.43155896173647],
[ 1.41  ], [ 4.77798304007125],[    6.28519562290298],[    6.48440322116446],
[ 1.42  ], [ 4.8411602620853],[    6.35032388223136],[    6.54510116858447],
[ 1.43  ], [ 4.90499164588519],[    6.41605424688141],[    6.59982909804692],
[ 1.44  ], [ 4.96948314454493],[    6.48234195450768],[    6.6575656181266],
[ 1.45  ], [ 5.03464044354185],[    6.5491971388724],[    6.7167961677203],
[ 1.46  ], [ 5.10046909996833],[    6.61666004643108],[    6.76994136393488],
[ 1.47  ], [ 5.16697527648348],[    6.68465460331982],[    6.83244582460792],
[ 1.48  ], [ 5.23416435721149],[    6.75326327845355],[    6.88835350334339],
[ 1.49  ], [ 5.30204236813449],[    6.82244492392497],[    6.9462246622759],
[ 1.5  ], [ 5.37061518022375],[    6.8921926321251],[    7.00793210693374],
[ 1.51  ], [ 5.43988835945818],[    6.96256625393392],[    7.06166737428155],
[ 1.52  ], [ 5.50986819956656],[    7.03348070652973],[    7.1252473010911],
[ 1.53  ], [ 5.58056020757472],[    7.10501643681992],[    7.18257477284287],
[ 1.54  ], [ 5.65197042708685],[    7.17714800205689],[    7.23923691106799],
[ 1.55  ], [ 5.72410496693948],[    7.24983929432779],[    7.30326362910071],
[ 1.56  ], [ 5.79696944189588],[    7.32316267736177],[    7.35986955564563],
[ 1.57  ], [ 5.87057005163204],[    7.39707147519263],[    7.419287298707],
[ 1.58  ], [ 5.94491281419944],[    7.47156102454379],[    7.48301952850401],
[ 1.59  ], [ 6.02000349701808],[    7.54668533823865],[    7.53987404124684],
[ 1.6  ], [ 6.09584836979089],[    7.6223944883999],[    7.60102844487665],
[ 1.61  ], [ 6.17245345318342],[    7.69869609146585],[    7.66535571958514],
[ 1.62  ], [ 6.2498245501043],[    7.77565100638297],[    7.71986750363914],
[ 1.63  ], [ 6.32796814534218],[    7.85317366714681],[    7.78387069741182],
[ 1.64  ], [ 6.40689014280807],[    7.93131117237141],[    7.84745334806919],
[ 1.65  ], [ 6.48659658059774],[    8.01008609884791],[    7.9059451873016],
[ 1.66  ], [ 6.56709376154072],[    8.08946579791798],[    7.96710878080393],
[ 1.67  ], [ 6.64838789775988],[    8.16944196620116],[    8.03336348054618],
[ 1.68  ], [ 6.73048494195872],[    8.25007059513706],[    8.09236150513045],
[ 1.69  ], [ 6.81339125689892],[    8.33131854430104],[    8.15209199424771],
[ 1.7  ], [ 6.89711320882181],[    8.41315533730587],[    8.22015625088351],
[ 1.71  ], [ 6.98165675467808],[    8.4956509042516],[    8.28074584937906],
[ 1.72  ], [ 7.06702827919764],[    8.57878018725359],[    8.34009514299867],
[ 1.73  ], [ 7.15323419904568],[    8.66251447655723],[    8.40548598795041],
[ 1.74  ], [ 7.24028073143159],[    8.7468768663719],[    8.47198811549038],
[ 1.75  ], [ 7.32817408682078],[    8.83189754523253],[    8.53279389073612],
[ 1.76  ], [ 7.41692070261902],[    8.91755701392698],[    8.59299902931215],
[ 1.77  ], [ 7.50652711387094],[    9.00381591601873],[    8.66270777214386],
[ 1.78  ], [ 7.59699944632007],[    9.0907398031254],[    8.72644390185893],
[ 1.79  ], [ 7.68834415490995],[    9.17831898683312],[    8.78696035794191],
[ 1.8  ], [ 7.7805677654227],[    9.26653052219155],[    8.85040890982114],
[ 1.81  ], [ 7.87367674687083],[    9.35537009285139],[    8.91841362671305],
[ 1.82  ], [ 7.96767748229639],[    9.44485982133791],[    8.98597847263429],
[ 1.83  ], [ 8.06257635857868],[    9.53502655854056],[    9.04672178564191],
[ 1.84  ], [ 8.15838000271154],[    9.62584100782024],[    9.10852290590554],
[ 1.85  ], [ 8.25509504850716],[    9.71727624531315],[    9.17883176148811],
[ 1.86  ], [ 8.35272786177097],[    9.80937936791684],[    9.2460944787622],
[ 1.87  ], [ 8.45128501672737],[    9.90214907219283],[    9.3110849633074],
[ 1.88  ], [ 8.55077310397613],[    9.9955847174329],[    9.37441887101158],
[ 1.89  ], [ 8.65119876049242],[    10.0896783544241],[    9.4386760384316],
[ 1.9  ], [ 8.75256868831003],[    10.1844094942138],[    9.50983554957843],
[ 1.91  ], [ 8.85488939460529],[    10.27981449878],[    9.57879289991466],
[ 1.92  ], [ 8.95816749254989],[    10.3759072427243],[    9.64225105525536],
[ 1.93  ], [ 9.0624097480134],[    10.4726652366605],[    9.70672497335977],
[ 1.94  ], [ 9.16762285989816],[    10.5700889043735],[    9.77262620186757],
[ 1.95  ], [ 9.27381355860705],[    10.6681751497017],[    9.84133953344577],
[ 1.96  ], [ 9.38098857741071],[    10.7669250583257],[    9.91314164760023],
[ 1.97  ], [ 9.48915459498567],[    10.8663601599282],[    9.98260781659829],
[ 1.98  ], [ 9.59831833938085],[    10.9664939786996],[    10.0463967251505],
[ 1.99  ], [ 9.70848669116275],[    11.0673021680333],[    10.1117963509425],
[ 2  ], [ 9.81966646171899],[    11.1687846575356],[    10.1793660382643],
[ 2.01  ], [ 9.9318644587397],[    11.270947627752],[    10.2478983486563],
[ 2.02  ], [ 10.0450875436996],[    11.3737871216459],[    10.3190661285227],
[ 2.03  ], [ 10.1593425669395],[    11.477307448019],[    10.3922043699366],
[ 2.04  ], [ 10.2746363323362],[    11.5815319288652],[    10.4610688321091],
[ 2.05  ], [ 10.3909757597868],[    11.6864555931854],[    10.5275552140099],
[ 2.06  ], [ 10.5083678130552],[    11.7920654482634],[    10.5959664871805],
[ 2.07  ], [ 10.6268194042246],[    11.8983688072557],[    10.6646896850493],
[ 2.08  ], [ 10.7463374566133],[    12.0053750504338],[    10.7314576190919],
[ 2.09  ], [ 10.866928974776],[    12.1130746259915],[    10.7996278075262],
[ 2.1  ], [ 10.9886009775303],[    12.2214586855445],[    10.8724069219163],
[ 2.11  ], [ 11.1113604053435],[    12.3305472281304],[    10.9443288220837],
[ 2.12  ], [ 11.2352142747432],[    12.4403426235076],[    11.0151782651888],
[ 2.13  ], [ 11.3601696417057],[    12.5508403469644],[    11.0868455891596],
[ 2.14  ], [ 11.4862335680017],[    12.6620392354867],[    11.1602323651032],
[ 2.15  ], [ 11.6134130969754],[    12.7739490991871],[    11.232844267577],
[ 2.16  ], [ 11.7417152799974],[    12.8865828532181],[    11.3011368254062],
[ 2.17  ], [ 11.8711472768675],[    12.9999245972869],[    11.3705640575479],
[ 2.18  ], [ 12.001716218636],[    13.1139723202296],[    11.4422927410742],
[ 2.19  ], [ 12.1334292240349],[    13.2287331290914],[    11.5146271791223],
[ 2.2  ], [ 12.2662934238466],[    13.3442156806343],[    11.585332237085],
[ 2.21  ], [ 12.4003159720537],[    13.4604266619114],[    11.6527445960127],
[ 2.22  ], [ 12.5355041175807],[    13.5773472753983],[    11.7234134930189],
[ 2.23  ], [ 12.6718650669461],[    13.6949772667355],[    11.7979706333163],
[ 2.24  ], [ 12.8094059942341],[    13.8133320983097],[    11.8719473036657],
[ 2.25  ], [ 12.9481341205776],[    13.9324172445108],[    11.9440569101071],
[ 2.26  ], [ 13.0880566833209],[    14.0522381821381],[    12.0129722482307],
[ 2.27  ], [ 13.2291809889654],[    14.1727826523279],[    12.0832350444268],
[ 2.28  ], [ 13.3715143548699],[    14.2940395851039],[    12.1590510275875],
[ 2.29  ], [ 13.5150640297967],[    14.4160257742724],[    12.2353759354334],
[ 2.3  ], [ 13.6598373042299],[    14.5387492751795],[    12.3100195677182],
[ 2.31  ], [ 13.8058414956598],[    14.6622143056507],[    12.3820297583484],
[ 2.32  ], [ 13.953083950456],[    14.7864204742047],[    12.4520021042786],
[ 2.33  ], [ 14.1015720857473],[    14.9113480404592],[    12.5271770864229],
[ 2.34  ], [ 14.2513132451743],[    15.0370071826742],[    12.6046031819477],
[ 2.35  ], [ 14.4023147838981],[    15.1634091722634],[    12.6809191680673],
[ 2.36  ], [ 14.5545841138537],[    15.2905507277127],[    12.7577569185313],
[ 2.37  ], [ 14.7081286223992],[    15.4184422144176],[    12.83197990678],
[ 2.38  ], [ 14.8629557403026],[    15.5470839856797],[    12.9039070307914],
[ 2.39  ], [ 15.0190729368585],[    15.6764672802439],[    12.977098123648],
[ 2.4  ], [ 15.1764876614778],[    15.8065951119894],[    13.0509716281099],
[ 2.41  ], [ 15.3352073885492],[    15.9374665562073],[    13.1263593723561],
[ 2.42  ], [ 15.4952395930237],[    16.0690853365892],[    13.2024414153776],
[ 2.43  ], [ 15.6565917256973],[    16.2014689457632],[    13.2733805750478],
[ 2.44  ], [ 15.819271348795],[    16.3345993408034],[    13.3461063089117],
[ 2.45  ], [ 15.9832860077761],[    16.468468756839],[    13.4239213148735],
[ 2.46  ], [ 16.1486431847868],[    16.6030972612731],[    13.5000590736966],
[ 2.47  ], [ 16.3153504196045],[    16.7384889418697],[    13.573453220716],
[ 2.48  ], [ 16.4834153260991],[    16.8746252667701],[    13.6513678366872],
[ 2.49  ], [ 16.6528454462068],[    17.0115184318115],[    13.7297762880645],
[ 2.5  ], [ 16.8236483389512],[    17.1491788923111],[    13.8052460419732],
[ 2.51  ], [ 16.9958316268035],[    17.2875981499907],[    13.8813771385016],
[ 2.52  ], [ 17.1694029026134],[    17.4267832840147],[    13.9559801679842],
[ 2.53  ], [ 17.3443697665322],[    17.5667433726022],[    14.026024851591],
[ 2.54  ], [ 17.5207399654977],[    17.7074359602588],[    14.1079407399872],
[ 2.55  ], [ 17.6985210538469],[    17.8488954501409],[    14.1892580303986],
[ 2.56  ], [ 17.8777206959096],[    17.9911192089102],[    14.2714205170873],
[ 2.57  ], [ 18.0583465125195],[    18.1341258425991],[    14.3476879326816],
[ 2.58  ], [ 18.2404061686888],[    18.2779215151848],[    14.4160439868835],
[ 2.59  ], [ 18.4239074426886],[    18.4224719518583],[    14.490051475047],
[ 2.6  ], [ 18.6088580262389],[    18.5677805072589],[    14.5688757946818],
[ 2.61  ], [ 18.7952655840813],[    18.713865253918],[    14.6459573051172],
[ 2.62  ], [ 18.9831378634228],[    18.86071654208],[    14.7254465094853],
[ 2.63  ], [ 19.1724825623624],[    19.0083475260461],[    14.8025929009333],
[ 2.64  ], [ 19.363307416508],[    19.1567603868698],[    14.8768649007541],
[ 2.65  ], [ 19.555620191615],[    19.3059494363826],[    14.9508818628137],
[ 2.66  ], [ 19.7494286410451],[    19.4559178687292],[    15.0237608497289],
[ 2.67  ], [ 19.944740634214],[    19.6066262158344],[    15.1116297265648],
[ 2.68  ], [ 20.1415637975575],[    19.7581354662847],[    15.1905330741631],
[ 2.69  ], [ 20.3399059463957],[    19.9104347941648],[    15.2651027701661],
[ 2.7  ], [ 20.5397748818682],[    20.0635228537955],[    15.3362037452455],
[ 2.71  ], [ 20.741178473001],[    20.2173744803394],[    15.4143528266544],
[ 2.72  ], [ 20.9441245564563],[    20.371980483147],[    15.5036639729978],
[ 2.73  ], [ 21.1486208037929],[    20.5274021764689],[    15.579581092257],
[ 2.74  ], [ 21.3546751089277],[    20.6836139842906],[    15.6527780318499],
[ 2.75  ], [ 21.5622953082346],[    20.8406172800065],[    15.7229998080777],
[ 2.76  ], [ 21.7714893964275],[    20.9983511811232],[    15.8156117201048],
[ 2.77  ], [ 21.982265010295],[    21.1569051279067],[    15.8941365850708],
[ 2.78  ], [ 22.1946300707051],[    21.3162545718141],[    15.9689378451645],
[ 2.79  ], [ 22.4085924494001],[    21.4763985315173],[    16.0406948290862],
[ 2.8  ], [ 22.6241601340614],[    21.6372906851526],[    16.1290204044865],
[ 2.81  ], [ 22.8413408628637],[    21.7989912092407],[    16.2091276563417],
[ 2.82  ], [ 23.0601425529049],[    21.9614883256606],[    16.2861378591316],
[ 2.83  ], [ 23.2805731320639],[    22.1247685422972],[    16.3660073496834],
[ 2.84  ], [ 23.5026405073227],[    22.2888301120238],[    16.449758140736],
[ 2.85  ], [ 23.7263525129461],[    22.4537044912324],[    16.5244005221172],
[ 2.86  ], [ 23.9517171466288],[    22.6193558923525],[    16.6051849229099],
[ 2.87  ], [ 24.1787423369114],[    22.7857802972883],[    16.6941885858715],
[ 2.88  ], [ 24.4074359310542],[    22.9530110668602],[    16.7774698701764],
[ 2.89  ], [ 24.6378057722467],[    23.1210866302278],[    16.838772757355],
[ 2.9  ], [ 24.8698600454251],[    23.2898994552517],[    16.9241817106295],
[ 2.91  ], [ 25.1036065673364],[    23.4595023601801],[    17.0114472749758],
[ 2.92  ], [ 25.3390532380794],[    23.6299148793799],[    17.092421058013],
[ 2.93  ], [ 25.5762079209027],[    23.8011754903183],[    17.1505403976374],
[ 2.94  ], [ 25.8150788707842],[    23.9731536550116],[    17.2422927409641],
[ 2.95  ], [ 26.0556737896758],[    24.1459599226815],[    17.320221628696],
[ 2.96  ], [ 26.2980006620671],[    24.3195850390102],[    17.388435758314],
[ 2.97  ], [ 26.5420675811204],[    24.4939742002563],[    17.4708791102579],
[ 2.98  ], [ 26.7878824695721],[    24.6691476278774],[    17.5589089969857],
[ 2.99  ], [ 27.035453209322],[    24.8451447530645],[    17.6355027715668],
[ 3  ], [ 27.2847878572094],[    25.0219304019404],[    17.7161421629712],
[ 3.01  ], [ 27.5358944035513],[    25.1995001750555],[    17.8029120831649],
[ 3.02  ], [ 27.7887807215038],[    25.3779017737853],[    17.8750361748497],
[ 3.03  ], [ 28.0434549555591],[    25.5570645451075],[    17.9635122101672],
[ 3.04  ], [ 28.2999250300199],[    25.737015765474],[    18.0566331086301],
[ 3.05  ], [ 28.5581987519802],[    25.9178363897837],[    18.1187426887347],
[ 3.06  ], [ 28.8182843568805],[    26.0994189782972],[    18.1972212182553],
[ 3.07  ], [ 29.0801897707702],[    26.2817920919445],[    18.279589828894],
[ 3.08  ], [ 29.343922916856],[    26.4649873810917],[    18.35195865994],
[ 3.09  ], [ 29.609491813173],[    26.648995560854],[    18.4184718767698],
[ 3.1  ], [ 29.8769046551859],[    26.8337284434705],[    18.5182296144784],
[ 3.11  ], [ 30.146169155527],[    27.0193124557929],[    18.5952350824354],
[ 3.12  ], [ 30.4172934766984],[    27.2056747406232],[    18.6818573452155],
[ 3.13  ], [ 30.6902855681392],[    27.3928377907819],[    18.7681383462436],
[ 3.14  ], [ 30.9651533232216],[    27.5808495222063],[    18.8328169969032],
[ 3.15  ], [ 31.2419049731674],[    27.7696061889499],[    18.9219082428188],
[ 3.16  ], [ 31.5205483871726],[    27.9591659205354],[    19.0096719651692],
[ 3.17  ], [ 31.8010914433074],[    28.1495833217079],[    19.0717709429232],
[ 3.18  ], [ 32.0835423855901],[    28.3407497565351],[    19.1564669191962],
[ 3.19  ], [ 32.3679090750391],[    28.5327258676145],[    19.2367771835984],
[ 3.2  ], [ 32.6541994876256],[    28.7255214634696],[    19.3082869427826],
[ 3.21  ], [ 32.9424217113126],[    28.9190962085004],[    19.3889300381458],
[ 3.22  ], [ 33.2325837328815],[    29.1134541525856],[    19.4769066509811],
[ 3.23  ], [ 33.5246934767391],[    29.3086262736368],[    19.5582030384885],
[ 3.24  ], [ 33.818759035643],[    29.5045676380325],[    19.6528511046722],
[ 3.25  ], [ 34.1147882586277],[    29.7013416343075],[    19.732539307799],
[ 3.26  ], [ 34.4127891040883],[    29.8989626770957],[    19.790688554091],
[ 3.27  ], [ 34.7127698204096],[    30.0973129934372],[    19.8796690709531],
[ 3.28  ], [ 35.014738169287],[    30.296491839832],[    19.9552027120306],
[ 3.29  ], [ 35.3187021201491],[    30.4965048840612],[    20.0146752579012],
[ 3.3  ], [ 35.6246699476854],[    30.697220503232],[    20.1164597151629],
[ 3.31  ], [ 35.9326492885929],[    30.8987894334391],[    20.193378448539],
[ 3.32  ], [ 36.2426482776464],[    31.1011393646635],[    20.2774223395629],
[ 3.33  ], [ 36.5546748771875],[    31.3042734282403],[    20.3670578887913],
[ 3.34  ], [ 36.8687369007478],[    31.5082595549964],[    20.4320727363302],
[ 3.35  ], [ 37.1848425361796],[    31.7129970249104],[    20.516790533383],
[ 3.36  ], [ 37.5029996626261],[    31.9185206326132],[    20.605656042481],
[ 3.37  ], [ 37.8232161427543],[    32.1248705562466],[    20.6808178905596],
[ 3.38  ], [ 38.1454999364671],[    32.3320425155846],[    20.7439335167457],
[ 3.39  ], [ 38.4698591905878],[    32.539947036004],[    20.8341527672974],
[ 3.4  ], [ 38.7963016168944],[    32.748684355864],[    20.9072360051599],
[ 3.41  ], [ 39.1248351928804],[    32.9582357973156],[    20.9712177302214],
[ 3.42  ], [ 39.4554680803088],[    33.1685001149498],[    21.0700993041343],
